alkene,ligand,substrate,ee
C=CC1=CC=CC=C1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,[N-]=[N+]=CC(OCC)=O,67
C=CC1=CC=C(Cl)C=C1,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,C[Si](C=[N+]=[N-])(C)C,67
O=C(C)OC/C=C(C)\C,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OCC)=O,67
C=CC1=CC=CC=C1,CC1(C)O[C@H](C2=[N+]3[C@@H](C(C)C)CO2)[C@@H](C4=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H](C(C)C)CO4)O1,[N-]=[N+]=CC(OCC)=O,68
C=CC1=CC(Cl)=CC=C1,CC1(C)OC(C(C)(C)C2=[N+]3[C@H](C4=CC=CC=C4)C(C)(C)O2)=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H]1C5=CC=CC=C5,ClC(Cl)(Cl)C(C1=CC=CC=C1)OC(NOS(C2=CC=C(C)C=C2)(=O)=O)=O,68
C=CC1=CC=CC=C1Br,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C([N+]([O-])=O)C=C2)=O,68
C=CC1=C(C)C=CC=C1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C([N+]([O-])=O)C=C2)=O,68
C=CC1=CC([N+]([O-])=O)=CC=C1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C([N+]([O-])=O)C=C2)=O,68
FC(C1=CC=CC=C1)=C,CC(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OCC)=O,69
C=CC1=CC=CC=C1,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,C[Si](C=[N+]=[N-])(C)C,69
C=CC1=CC=CC=C1,CC([C@H]1COC([C@H]2[C@H]3OC(C4=CC=CC=C4)(C)O2)=[N+]1[Cu](OS(=O)(C(F)(F)F)=O)[N+]5=C3OC[C@@H]5C(C)C)C,[N-]=[N+]=CC(OCC)=O,69
O=C(C)OC/C=C(C)\C,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,[N-]=[N+]=CC(OCC)=O,69
FC(C1=CC=CC=C1)=C,CC1(C)O[C@@H](C2=[N+]3[C@@H](C(C)C)CO2)[C@H](C4=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H](C(C)C)CO4)O1,[N-]=[N+]=CC(OCC)=O,70
C=CC1=CC=CC=C1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,[N-]=[N+]=CC(OC(C)(C)C)=O,70
C/C=C/C1=CC=CC=C1,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,70
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=C(C)C=C2,CC1=CC(C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4)=CC(C)=C1,OB(C1=CC=CC=C1)O,70
C=CC1=CC=CC=C1,CC(C1=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@H]([C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](COC(C)=O)O3)[C@H]3O1)(C)C4=[N+]2[C@H]5[C@H](O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]5OC(C)=O)O4,[N-]=[N+]=CC(OCC)=O,71
C=CC1=CC=CC=C1,CC(C1=[N+]2[C@@H](CC3=CC=CC=C3)C(C4=CC=C(C=CC=C5)C5=C4)(C6=CC(C=CC=C7)=C7C=C6)O1)(C)C8=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](CC9=CC=CC=C9)C(C%10=CC(C=CC=C%11)=C%11C=C%10)(C%12=CC=C(C=CC=C%13)C%13=C%12)O8,[N-]=[N+]=CC(OCC)=O,72
C/C(C)=C/C=C(C)/C,C[C@@H]1[C@H](C2=CC=CC=C2)OC(CC3=[N+]4[C@H](C)[C@H](C5=CC=CC=C5)O3)=[N+]1[Cu]4OS(=O)(C(F)(F)F)=O,O=C(C=[N+]=[N-])O[C@H]1[C@@H]([C@H](C)C2=CC=CC=C2)CC[C@@H](C)C1,72
C=CC1=CC=C([N+]([O-])=O)C=C1,CC1(C)OC(C(C)(C)C2=[N+]3[C@H](C4=CC=CC=C4)C(C)(C)O2)=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H]1C5=CC=CC=C5,ClC(Cl)(Cl)COC(NOS(C1=CC=C(C)C=C1)(=O)=O)=O,72
C=CC1=CC=C([N+]([O-])=O)C=C1,CC1(C)OC(C(C)(C)C2=[N+]3[C@H](C4=CC=CC=C4)C(C)(C)O2)=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H]1C5=CC=CC=C5,FC(F)(F)C(C)(C)OC(NOS(C1=CC=C(C)C=C1)(=O)=O)=O,72
C=CC1=CC(Cl)=CC=C1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C([N+]([O-])=O)C=C2)=O,72
O=C(C)OC/C=C(C)\C,CC(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OCC)=O,73
C=CC1=CC=CC=C1,CC([C@H]1COC([C@H]2[C@H]3OC(CC)(CC)O2)=[N+]1[Cu](OS(=O)(C(F)(F)F)=O)[N+]4=C3OC[C@@H]4C(C)C)C,[N-]=[N+]=CC(OCC)=O,74
C=COC(C)=O,CC1(C)O[C@@H](C2=[N+]3[C@@H](C(C)C)CO2)[C@H](C4=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H](C(C)C)CO4)O1,O=C(C=[N+]=[N-])O[C@H]1[C@@H]([C@H](C)C2=CC=CC=C2)CC[C@@H](C)C1,74
C/C(C)=C\CO[Si](C)(C)C,CC(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OCC)=O,74
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=C(C)C=C2,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC=C1)O,74
O=C1C=C(C)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=C(OCC2=CC=CC=C2)C=C1)O,74
C=CC1=CC=CC=C1,CC(C[C@@H]1COC(C2(CC(C=CC=C3)=C3C(C=CC=C4)=C4C2)C5=[N+]6[C@H](CC(C)C)CO5)=[N+]1[Cu]6OS(=O)(C(F)(F)F)=O)C,[N-]=[N+]=CC(OC(C)(C)C)=O,76
C/C(C)=C\CO[Si](C)(C)C,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OCC)=O,76
C=CC1=CC=C(OC)C=C1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C([N+]([O-])=O)C=C2)=O,76
O=C(C1=CC=C(C(C)C)C=C1)/C=C/C2=CC=C([H])C=C2,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,76
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=C(C)C=C2,O=C(O[Pd]1(OC(C(F)(F)F)=O)[N+]2=CC=CC=C2C3=[N+]1[C@@H](C(C=C(C4CCCCC4)C=C5)=C5C6)C6O3)C(F)(F)F,OB(C1=CC=CC=C1)O,76
O=C1C=COC2=CC=CC=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,FC1=C(B(O)O)C=CC=C1,76
C=CC1=CC=CC=C1,CC1(C)O[C@@H](C2=[N+]3[C@@H]([C@H](C)CC)CO2)[C@H](C4=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H]([C@@H](CC)C)CO4)O1,[N-]=[N+]=CC(OCC)=O,77
CC(C)(C)C(C)=C,CC(C)(C)[C@H]1COC(CC2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,O=C(C=[N+]=[N-])O[C@@H]1[C@H]([C@@H](C)C2=CC=CC=C2)CC[C@H](C)C1,77
O=C1C=COC2=CC=CC=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC2=C1OC3=C2C=CC=C3)O,77
C=CC1=CC=CC=C1Cl,CC1(C)OC(C2(CCCCC2)C3=[N+]4[C@@H](C5=CC=CC=C5)C(C)(C)O3)=[N+]([Cu]4OS(=O)(C(F)(F)F)=O)[C@H]1C6=CC=CC=C6,ClC(Cl)(Cl)C(C1=CC=CC=C1)OC(NOS(C2=CC=C(C)C=C2)(=O)=O)=O,78
C=CC1=CC([N+]([O-])=O)=CC=C1,CC1(C)OC(C(C)(C)C2=[N+]3[C@H](C4=CC=CC=C4)C(C)(C)O2)=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H]1C5=CC=CC=C5,ClC(Cl)(Cl)C(C1=CC=CC=C1)OC(NOS(C2=CC=C(C)C=C2)(=O)=O)=O,78
C=CC1=CC=CC=C1Br,CC1(C)OC(C(C)(C)C2=[N+]3[C@H](C4=CC=CC=C4)C(C)(C)O2)=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H]1C5=CC=CC=C5,ClC(Cl)(Cl)C(C1=CC=CC=C1)OC(NOS(C2=CC=C(C)C=C2)(=O)=O)=O,78
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=C(C)C=C2,CC(C)(C)C1=CC(C(C)(C)C)=CC(C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4)=C1,OB(C1=CC=CC=C1)O,79
O=C1C=C(C(C)C)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC=C1)O,79
CC(C)(C)C(C)=C,CC(C)(C)[C@H]1COC(CC2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,O=C(C=[N+]=[N-])O[C@H]1[C@@H]([C@H](C)C2=CC=CC=C2)CC[C@@H](C)C1,80
C=CC1=CC=CC=C1Cl,CC1(C)OC(C2(CCCC2)C3=[N+]4[C@@H](C5=CC=CC=C5)C(C)(C)O3)=[N+]([Cu]4OS(=O)(C(F)(F)F)=O)[C@H]1C6=CC=CC=C6,ClC(Cl)(Cl)C(C1=CC=CC=C1)OC(NOS(C2=CC=C(C)C=C2)(=O)=O)=O,80
C=CC1=CC=CC=C1Cl,CC1(OC2=[N+]([C@H]1C3=CC=CC=C3)[Cu](OS(=O)(C(F)(F)F)=O)[N+]([C@H](C(C)(O4)C)C5=CC=CC=C5)=C4C26CC6)C,ClC(Cl)(Cl)C(C1=CC=CC=C1)OC(NOS(C2=CC=C(C)C=C2)(=O)=O)=O,80
C=CC1=CC(C)=CC=C1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C([N+]([O-])=O)C=C2)=O,80
O=C(C1=CC=CC=C1)/C=C/C2=CC=C([H])C=C2,O=S(O[Cu]([N+]1=C(OC[C@@H]1C2=CC=CC=C2)[C@H]3[C@@H]4CCCC3)[N+]5=C4OC[C@@H]5C6=CC=CC=C6)(C(F)(F)F)=O,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,80
O=C(C1=CC=CC=C1)/C=C/C2=CC=C(C(F)(F)F)C=C2,O=S(O[Cu]([N+]1=C2OC[C@@H]1C3=CC=CC=C3)[N+]4=C([C@@H]5[C@@H]2CCCC5)OC[C@@H]4C6=CC=CC=C6)(C(F)(F)F)=O,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,80
O=C1C=CN(C(OCC2=CC=CC=C2)=O)C3=CC=CC=C31,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC=C1)O,80
C=CC1=CC=CC=C1,CC(C1=[N+]2[C@@H](C(C)C)C(C3=CC=C(C)C=C3)(C4=CC=C(C)C=C4)O1)(C)C5=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C(C)C)C(C6=CC=C(C)C=C6)(C7=CC=C(C)C=C7)O5,[N-]=[N+]=CC(OC(C)(C)C)=O,81
C=CC1=CC=CC=C1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C([N+]([O-])=O)C=C2)=O,81
O=C(C1=CC=C(Cl)C=C1)/C=C/C2=CC=C([H])C=C2,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,81
C1(/C=C/COC2=CC=CC=C2)=CC=CC=C1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,81
O=[N+](/C=C/C1=CC=CC=C1)[O-],CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,CC1=CC=C(B(O)O)C=C1,81
O=[N+](/C=C/C1=CC=CC=C1)[O-],CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,ClC1=CC=C(B(O)O)C=C1,81
C=CC1=CC=CC=C1,CC(C1=[N+]2[C@@H](C(C)(C)C)CO1)(C3=[N+]([C@@H](C4=CC=CC=C4)CO3)[Cu]2OS(=O)(C(F)(F)F)=O)C,[N-]=[N+]=CC(OCC)=O,82
C=CC1=CC=CC=C1,CC(C[C@@H]1COC(C2(CC(C=CC=C3)=C3C(C=CC=C4)=C4C2)C5=[N+]6[C@H](CC(C)C)CO5)=[N+]1[Cu]6OS(=O)(C(F)(F)F)=O)C,O=C(C=[N+]=[N-])O[C@H]1[C@@H]([C@H](C)C2=CC=CC=C2)CC[C@@H](C)C1,82
C/C(C)=C/C=C(C)/C,CC[C@H]1[C@@H](C(C)(C)C)OC(CC2=[N+]3[C@@H](CC)[C@@H](C(C)(C)C)O2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,O=C(C=[N+]=[N-])O[C@H]1[C@@H]([C@H](C)C2=CC=CC=C2)CC[C@@H](C)C1,82
C/C=C1CCCCC/1,O=S(O[Cu]1[N+]2=C(CC3=[N+]1[C@H](C4=CC=CC=C4)[C@H](C5=CC=CC=C5)O3)O[C@@H](C6=CC=CC=C6)[C@H]2C7=CC=CC=C7)(C(F)(F)F)=O,O=C(C=[N+]=[N-])O[C@H]1[C@@H]([C@H](C)C2=CC=CC=C2)CC[C@@H](C)C1,82
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=C(C)C=C2,O=C(O[Pd]1(OC(C(F)(F)F)=O)[N+]2=CC=CC=C2C3=[N+]1[C@@H](C(C=C(C4=CC=CC=C4)C=C5)=C5C6)C6O3)C(F)(F)F,OB(C1=CC=CC=C1)O,82
O=C1C=C(C)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,C[Si](C(C)(C)C)(C)OC1=CC=C(B(O)O)C=C1,82
CC(C1=CC=CC=C1)=C,CC(C)(C)[C@H]1COC(CC2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,O=C(C=[N+]=[N-])O[C@@H]1[C@H]([C@@H](C)C2=CC=CC=C2)CC[C@H](C)C1,83
C=CC1=CC=CC=C1Cl,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C([N+]([O-])=O)C=C2)=O,83
C=CC1=CC=CC(F)=C1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C([N+]([O-])=O)C=C2)=O,83
C=CC1=CC(Br)=CC=C1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C([N+]([O-])=O)C=C2)=O,83
O=C1C=COC2=C(C(C)=O)C(C)=CC(C)=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC2=C1OC3=C2C=CC=C3)O,83
C=CC1=CC=CC=C1,CC1(C)O[C@@H](C2=[N+]3[C@@H](C(C)C)CO2)[C@H](C4=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H](C(C)C)CO4)O1,[N-]=[N+]=CC(OCC)=O,84
C=CC1=CC=CC=C1,CC1(C)O[C@H](C2=[N+]3[C@@H](C(C)(C)C)CO2)[C@@H](C4=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H](C(C)(C)C)CO4)O1,[N-]=[N+]=CC(OCC)=O,84
C=CC1=CC=CC=C1Cl,CC1(C)OC(C(C)(C)C2=[N+]3[C@H](C4=CC=CC=C4)C(C)(C)O2)=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H]1C5=CC=CC=C5,ClC(Cl)(Cl)C(C1=CC=CC=C1)OC(NOS(C2=CC=C(C)C=C2)(=O)=O)=O,84
C=CC1=CC=CC=C1Cl,CC1(C)OC(C(CC)(CC)C2=[N+]3[C@@H](C4=CC=CC=C4)C(C)(C)O2)=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@H]1C5=CC=CC=C5,ClC(Cl)(Cl)C(C1=CC=CC=C1)OC(NOS(C2=CC=C(C)C=C2)(=O)=O)=O,84
O=C(C1=CC=C(Br)C=C1)/C=C/C2=CC=C([H])C=C2,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,84
O=C1N(/C(O[Si](C(C)(C)C)(C)C)=C/C2CCCCC2)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,F[P-](F)(F)(F)(F)F,84
C=CC1=CC=CC=C1,CC(C1=[N+]2C(C(C=CC=C3)=C3C4)C4O1)(C)C5=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H]6[C@@H](CC7=C6C=CC=C7)O5,[N-]=[N+]=CC(OCC)=O,85
CC(C1=CC=CC=C1)=C,CC1(C)O[C@@H](C2=[N+]3[C@@H](C(C)C)CO2)[C@H](C4=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H](C(C)C)CO4)O1,O=C(C=[N+]=[N-])O[C@H]1[C@@H]([C@H](C)C2=CC=CC=C2)CC[C@@H](C)C1,85
O=C(C1=CC=C(C)C=C1)/C=C/C2=CC=C([H])C=C2,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,85
O=C(C)/C=C/C1=CC=C([H])C=C1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,85
O=C(C1=CC=C(C(F)(F)F)C=C1)/C=C/C2=CC=C([H])C=C2,O=S(O[Cu]([N+]1=C2OC[C@@H]1C3=CC=CC=C3)[N+]4=C([C@@H]5[C@@H]2CCCC5)OC[C@@H]4C6=CC=CC=C6)(C(F)(F)F)=O,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,85
O=C(C1=CC=C(C(C)C)C=C1)/C=C/C2=CC=C([H])C=C2,O=S(O[Cu]([N+]1=C2OC[C@@H]1C3=CC=CC=C3)[N+]4=C([C@@H]5[C@@H]2CCCC5)OC[C@@H]4C6=CC=CC=C6)(C(F)(F)F)=O,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,85
O=C(C1=CC=C(C)C=C1)/C=C/C2=CC=C(Cl)C=C2,O=S(O[Cu]([N+]1=C2OC[C@@H]1C3=CC=CC=C3)[N+]4=C([C@@H]5[C@@H]2CCCC5)OC[C@@H]4C6=CC=CC=C6)(C(F)(F)F)=O,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,85
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=C(C)C=C2,O=C(O[Pd]1(OC(C(F)(F)F)=O)[N+]2=CC=CC=C2C3=[N+]1[C@@H](C(C=C(C4=CC=C(C(F)(F)F)C=C4)C=C5)=C5C6)C6O3)C(F)(F)F,OB(C1=CC=CC=C1)O,85
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=C(C)C=C2,O=C(O[Pd]1(OC(C(F)(F)F)=O)[N+]2=CC=CC=C2C3=[N+]1[C@@H](C(C=C(C4=CC=C(C5=CC=CC=C5)C=C4)C=C6)=C6C7)C7O3)C(F)(F)F,OB(C1=CC=CC=C1)O,85
O=[N+](/C=C/C1=CC=CC=C1)[O-],O=C(O[Pd]1([N+]2=C(C3=CC=CC=[N+]31)OC[C@@H]2CC4=CC=CC=C4)OC(C(F)(F)F)=O)C(F)(F)F,CC1=CC=C(B(O)O)C=C1,85
O=C1C=C(C)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=C(CC)C=C1)O,85
O=C1C=C(C2CCCCC2)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC=C1)O,85
O=C1C=COC2=CC=CC=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=C(CC)C=C1)O,85
O=C1C=CN(C(OCC2=CC=CC=C2)=O)C3=CC=CC=C31,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC(OC)=C(NC(C(F)(F)F)=O)C=C1)O,85
O=C1C=CN(C(OCC2=CC=CC=C2)=O)C3=CC=CC=C31,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,CC1=CC=CC(B(O)O)=C1,85
O=C1C=CN(C(OCC2=CC=CC=C2)=O)C3=CC=CC=C31,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC(OC)=CC(OC)=C1)O,85
C=CC1=CC=CC=C1[N+]([O-])=O,CC1(C)OC(C(C)(C)C2=[N+]3[C@H](C4=CC=CC=C4)C(C)(C)O2)=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H]1C5=CC=CC=C5,ClC(Cl)(Cl)C(C1=CC=CC=C1)OC(NOS(C2=CC=C(C)C=C2)(=O)=O)=O,86
O=C(C1=CC=CC=C1)/C=C/C2=CC=C([H])C=C2,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,86
