alkene,ligand,substrate,ee
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,ClC1=C(B(O)O)C=CC=C1,92
ClC1=CC=CC(/C=C/[N+]([O-])=O)=C1,CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,CC1=CC=C(B(O)O)C=C1,92
O=[N+](/C=C/C1=C(C=CC=C2)C2=CC=C1)[O-],CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,CC1=CC=C(B(O)O)C=C1,92
O=[N+](/C=C/C1=CC(C)=CC(C)=C1)[O-],CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,CC1=CC=C(B(O)O)C=C1,92
O=[N+](/C=C/C1=CC=C(OC)C(OC)=C1)[O-],CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,CC1=CC=C(B(O)O)C=C1,92
O=[N+](/C=C/C1=CC=CC=C1)[O-],CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,OB(C1=CC=C(C2=CC=CC=C2)C=C1)O,92
O=[N+](/C=C/C1=CC=CC=C1)[O-],CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,CC(C)(C)C1=CC=C(B(O)O)C=C1,92
O=[N+](/C=C/C1=CC=CC=C1)[O-],CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,OB(C1=CC(C)=CC(C)=C1)O,92
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC(C=C(C)C=C1C)=C1[I+]C2=CC=C([N+]([O-])=O)C=C2,92
O=C1N(/C(O[Si](C)(C)C)=C/OCC2=CC=CC=C2)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC(C=C(C)C=C1C)=C1[I+]C2=CC=C(F)C=C2,92
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC1=C([I+]C2=CC=CC(C)=C2)C(C)=CC(C)=C1,92
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC1=C([I+]C2=CC=C(C=C2)C3=CC=CC=C3)C(C)=CC(C)=C1,92
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/C2CCCC2)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,F[P-](F)(F)(F)(F)F,92
O=C1C=C(C)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,FC1=CC=C(B(O)O)C=C1,92
O=C1C=C(C)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC([N+]([O-])=O)=CC=C1)O,92
O=C1C=C(CC)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC=C1)O,92
O=C1C=COC2=CC(C)=CC(C)=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC=C1)O,92
FC(C1=CC=CC=C1)=C,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OC(C)(C)C)=O,93
C=C(F)C1=CC=C(Cl)C=C1,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OCC)=O,93
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=C(F)C=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC=CC=C1)O,93
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=C(F)C=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC=CC=C1)O,93
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC(Cl)=C(Cl)C=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC=CC=C1)O,93
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,CC(C)(C)C1=CC=C(B(O)O)C=C1,93
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC=C(C(OC)=O)C=C1)O,93
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC2=CC=CC=C2C=C1)O,93
O=[N+](/C=C/C1=CC=CC=C1)[O-],CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,CC1=CC=C(B(O)O)C=C1,93
FC1=CC=C(/C=C/[N+]([O-])=O)C=C1,CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,CC1=CC=C(B(O)O)C=C1,93
O=[N+](/C=C/C1=CC=C(C(F)(F)F)C=C1)[O-],CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,CC1=CC=C(B(O)O)C=C1,93
COC1=CC=CC(/C=C/[N+]([O-])=O)=C1,CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,CC1=CC=C(B(O)O)C=C1,93
ClC1=C(/C=C/[N+]([O-])=O)C=CC=C1,CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,OB(C1=CC=CC=C1)O,93
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S([O-])(C(F)(F)F)=O,93
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC(C=C(C)C=C1C)=C1[I+]C2=CC=C(F)C=C2,93
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC(C=C(C)C=C1C)=C1[I+]C2=CC=C(C(OCC)=O)C=C2,93
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC(C=C(C)C=C1C)=C1[I+]C2=CC=C(C(CC)C)C=C2,93
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC1=C([I+]C2=CC=CC=C2)C(C)=CC(C)=C1,93
O=C1C=C(C)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC=C1)O,93
O=C1C=C(C)CCCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC=C1)O,93
O=C1C=COC2=CC=CC=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC(C(OC)=O)=CC=C1)O,93
O=C1C=COC2=CC(OC(C)=O)=CC=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC=C1)O,93
O=C1C=COC2=CC(O)=CC=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC=C1)O,93
O=C1C=COC2=CC(O)=CC=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,FC1=CC=C(B(O)O)C=C1,93
C=CC1=CC=CC=C1,CC(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OCC)=O,94
C=CC1=CC=CC=C1,CC(C)(C)[C@H]1COC(CC2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OC(C)(C)C)=O,94
C/C(C)=C/C=C(C)/C,O=S(O[Cu]1[N+]2=C(CC3=[N+]1[C@H](C4=CC=CC=C4)[C@H](C5=CC=CC=C5)O3)O[C@@H](C6=CC=CC=C6)[C@H]2C7=CC=CC=C7)(C(F)(F)F)=O,O=C(C=[N+]=[N-])OC1=C(C(C)(C)C)C=C(C)C=C1C(C)(C)C,94
C/C(C)=C/C=C(C)/C,O=S(O[Cu]1[N+]2=C(CC3=[N+]1[C@H](C4=CC=CC=C4)[C@H](C5=CC=CC=C5)O3)O[C@@H](C6=CC=CC=C6)[C@H]2C7=CC=CC=C7)(C(F)(F)F)=O,[N-]=[N+]=CC(OC(C1CCCCC1)C2CCCCC2)=O,94
O=C(/C=C/C1=CC=CC=C1)OC,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,94
O=C(C1=CC=CC=C1)/C=C/C2=CC=C(C)C=C2,O=S(O[Cu]([N+]1=C2OC[C@@H]1C3=CC=CC=C3)[N+]4=C([C@@H]5[C@@H]2CCCC5)OC[C@@H]4C6=CC=CC=C6)(C(F)(F)F)=O,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,94
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,FC1=CC=CC(B(O)O)=C1,94
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC(C)=CC(C)=C1)O,94
ClC1=CC=C(/C=C/[N+]([O-])=O)C=C1,CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,CC1=CC=C(B(O)O)C=C1,94
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC(C=C(C)C=C1C)=C1[I+]C2=CC=C(Cl)C=C2,94
O=C1N(/C(O[Si](C)(C)C)=C/CCC2CCN(CC2)C(OCC3=CC=CC=C3)=O)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC(C=C(C)C=C1C)=C1[I+]C2=CC=C(Cl)C=C2,94
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC1=C([I+]C2=CC3=C(C=C2)C=CC=C3)C(C)=CC(C)=C1,94
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC1=C([I+]C2=CC3=C(C=C2)C=C(OC)C=C3)C(C)=CC(C)=C1,94
O=C1C=COC2=CC=CC=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC=C1)O,94
O=C1C=COC2=CC=CC=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,ClC1=CC=CC(B(O)O)=C1,94
O=C1C=COC2=CC=CC=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,CC1=CC=C(B(O)O)C=C1,94
O=C1C=COC2=CC(OC)=CC=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC=C1)O,94
C/C(C)=C/C=C(C)/C,CC1(C)OC(C2(CC2)C3=[N+]4[C@H](C5=CC=C(C=CC=C6)C6=C5)C(C)(C)O3)=[N+]([Cu]4OS(=O)(C(F)(F)F)=O)[C@@H]1C7=CC(C=CC=C8)=C8C=C7,[N-]=[N+]=CC(OC(C)(C)C)=O,95
O=C(/C=C/C1=C(C=CC=C2)C2=CC=C1)OC,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,95
O=C(C1=CC=CC=C1)/C=C/C2=CC=C(Cl)C=C2,O=S(O[Cu]([N+]1=C2OC[C@@H]1C3=CC=CC=C3)[N+]4=C([C@@H]5[C@@H]2CCCC5)OC[C@@H]4C6=CC=CC=C6)(C(F)(F)F)=O,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,95
O=C(C1=CC=C(Cl)C=C1)/C=C/C2=CC=C(Cl)C=C2,O=S(O[Cu]([N+]1=C2OC[C@@H]1C3=CC=CC=C3)[N+]4=C([C@@H]5[C@@H]2CCCC5)OC[C@@H]4C6=CC=CC=C6)(C(F)(F)F)=O,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,95
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=CC=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,FC1=C(B(O)O)C=CC=C1,95
O=[N+](/C=C/C1=CC=CC=C1)[O-],CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,OB(C1=CC=C(OCO2)C2=C1)O,95
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC1=C([I+]C2=CC=C(C=C2)F)C(C)=CC(C)=C1,95
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/C)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,CC1=C([I+]C2=CC=C(C=C2)C(F)(F)F)C(C)=CC(C)=C1,95
O=C1N(/C(O[Si](C)(C)C(C)(C)C)=C/OCC2=CC=CC=C2)CCO1,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,F[P-](F)(F)(F)(F)F,95
O=C1C=C(C)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,ClC1=CC=C(B(O)O)C=C1,95
O=C1C=C(C)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC(C(OC)=O)=CC=C1)O,95
O=C1C=COC2=CC=CC=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC(OC)=CC(OC)=C1)O,95
O=C1C=COC2=C(C(C)=O)C(C)=CC(C)=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=CC=C1)O,95
O=C1C=COC2=C(C(C)=O)C(C)=CC(C)=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,BrC1=CC=CC(B(O)O)=C1,95
O=C1C=COC2=CC(C)=CC(C)=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=C(OC)C=C1)O,95
C=CC1=CC=CC=C1,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OCC)=O,96
C=CC1=CC=C(OC)C=C1,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,O=C(C=[N+]=[N-])OC1=C(C(C)(C)C)C=C(C)C=C1C(C)(C)C,96
C=CC1=CC=CC=C1,CC1(C)O[C@@H](C2=[N+]3[C@@H](C(C)C)CO2)[C@H](C4=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H](C(C)C)CO4)O1,O=C(C=[N+]=[N-])OC1C(C(C)(C)C2=CC=CC=C2)CCC(C)C1,96
C/C(C)=C/C=C(C)/C,CC1(C)OC(C(C)(C)C2=[N+]3[C@H](C4=CC=C(C=CC=C5)C5=C4)C(C)(C)O2)=[N+]([Cu]3OS(=O)(C(F)(F)F)=O)[C@@H]1C6=CC(C=CC=C7)=C7C=C6,[N-]=[N+]=CC(OC(C)(C)C)=O,96
O=C(/C=C/C1=CC=CC=C1)OC(C)(C)C,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,96
O=C(/C=C/C1=CC(C=CC=C2)=C2C=C1)OC,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,96
O=C1/C(C(OC(C)(C)O1)=O)=C(C)\C=C\C2=C(OC)C=CC=C2,CC(C)(C)C(C=C1)=CC=C1C(C=C2)=CC3=C2CC4[C@H]3[N+]5=C(C6=CC=CC=[N+]6[Pd]5(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)O4,OB(C1=CC=CC=C1)O,96
ClC1=C(/C=C/[N+]([O-])=O)C=CC=C1,CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,CC1=CC=C(B(O)O)C=C1,96
O=[N+](/C=C/C1=CC=CC=C1)[O-],CC([C@H]1COC(C2=C(C=CC=C3)C3=CC=[N+]24)=[N+]1[Pd]4(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O)C,OB(C1=CC=C(OC)C=C1)O,96
O=C1C=C(C)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=C(C(C)=O)C=C1)O,96
O=C1C=C(C)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC=C(C(F)(F)F)C=C1)O,96
O=C1C=C(C)CCC1,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,ClC1=CC=CC(B(O)O)=C1,96
O=C1C=COC2=CC(OC)=CC=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC(C(OC)=O)=CC=C1)O,96
C=CC1=CC=CC=C1,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,CC1=CC=CC(C)=C1OC(C=[N+]=[N-])=O,97
O=C(OC1=CC=CC=C1)/C=C/C2=CC=CC=C2,CC(C1=[N+]2[C@@H](C3=CC=CC=C3)CO1)(C)C4=[N+]([Cu]2OS(=O)(C(F)(F)F)=O)[C@@H](C5=CC=CC=C5)CO4,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,97
O=C(C1=CC=C(OC)C=C1)/C=C/C2=CC=CC=C2,O=S(O[Cu]([N+]1=C2OC[C@@H]1C3=CC=CC=C3)[N+]4=C([C@@H]5[C@@H]2CCCC5)OC[C@@H]4C6=CC=CC=C6)(C(F)(F)F)=O,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,97
C=CC1=CC=CC=C1,CC(C)(C)[C@H]1COC(CC2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,O=C(C=[N+]=[N-])O[C@@H]1[C@H]([C@@H](C)C2=CC=CC=C2)CC[C@H](C)C1,98
C=CC1=CC=CC=C1,CC(C)(C)[C@H]1COC(CC2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,O=C(C=[N+]=[N-])O[C@H]1[C@@H]([C@H](C)C2=CC=CC=C2)CC[C@@H](C)C1,98
O=C(C1=CC=C(C(C)(C)C)C=C1)/C=C/C2=CC=C([H])C=C2,O=S(O[Cu]([N+]1=C2OC[C@@H]1C3=CC=CC=C3)[N+]4=C([C@@H]5[C@@H]2CCCC5)OC[C@@H]4C6=CC=CC=C6)(C(F)(F)F)=O,O=S(/N=I/C1=CC=CC=C1)(C2=CC=C(C)C=C2)=O,98
O=C1C=COC2=CC=CC=C21,CC(C)(C)[C@H]1COC(C2=CC=CC=[N+]23)=[N+]1[Pd]3(OC(C(F)(F)F)=O)OC(C(F)(F)F)=O,OB(C1=CC(NC(C(F)(F)F)=O)=CC=C1)O,98
C=C(C1=CC=CC=C1)C2=CC=CC=C2,CC(C)(C)[C@H]1COC(C(C)(C)C2=[N+]3[C@@H](C(C)(C)C)CO2)=[N+]1[Cu]3OS(=O)(C(F)(F)F)=O,[N-]=[N+]=CC(OCC)=O,99
